lyrics,Emotion
"মাঝরাতে চাঁদ যদি আলো না বিলায়
 ভেবে নেবো আজ তুমি চাঁদ দেখোনি
 আকাশের নীল যদি আঁধারে মিলায়
 বুঝে নেবো তারে তুমি মনে রাখোনি",sadness
"আকাশের বুক চিরে যদি ঝরে জল
 বুঝে নেবো আভিমানে তুমি কেঁদেছো
 আকাশের বুক চিরে যদি ঝরে জল
 বুঝে নেবো আভিমানে তুমি কেঁদেছো
 সরোবরে যদি ফোটে রক্তকমল
 অনুভবে বুঝে নেবো মান ভেঙেছো",sadness
"রুপালি বিজলি যদি নীরব থাকে
 কেঁদো না, ভেবো শুধু আমি তো আছি
 রুপালি বিজলি যদি নীরব থাকে",sadness
"কেঁদো না, ভেবো শুধু আমি তো আছি
 স্বপ্নলোকেতে যদি ময়ূরী ডাকে
 বুঝে নিও আমি আছি কাছাকাছি",sadness
"খেয়ালি রাতের আড়ালে
 হলো তোমার সাথে পরিচয়
 মায়াবি বাঁধনে জড়ালে
 সবই ছবির মতো মনে হয়।",sadness
"অজানা কোন ঠিকানায় হারালে
 জানি না তুমি কোথায়
 তোমার চোখের সেই দৃষ্টি যেন
 আমায় ডেকে নিতে চায়।",nostalgia
"গোধূলির ঐ শেষ সীমানায়
 অজানা কোনো আশায়
 জানি না পাবো কি আবার দেখা
 মানে না যে মন।",nostalgia
"তোমার মনের ভেতর,
 একটা অচেনা শহর,
 আমি হেঁটে বেড়াই,
 আলো ঝলমলে পথ ধরে।",nostalgia
"মনের ভেতর,
 কিছু অচেনা সুর,
 আমি গুনগুনিয়ে গাই,
 বৃষ্টি ভেজা দুপুরে।",nostalgia
"আমার স্বপ্নে,
 তোমার আনাগোনা,
 মনের ভেতর,
 এক নতুন ঠিকানা।",nostalgia
"বৃষ্টি ভেজা দুপুরে,
 মনের ভেতর,
 হারিয়ে যেতে চাই,
 তোমার ওই অচেনা শহরে।",nostalgia
"আজও মনে হয় না ভুল নয়, হয়তো বা ডেকেছিলে
 আমি তা বুঝিনি, তোমায় খুঁজিনি, তবু তুমি কথা দিলে
 বুঝি ভালোবেসেছিলে",sadness
"ভালোবাসা তুমি, অপাপবিদ্ধ চোখে এসেছো আমার বুকে
 স্বপ্ন জড়ানো প্রথম ছোঁয়ার সুখে এসেছিলে হাসিমুখে
 আমি তা বুঝিনি, তোমায় খুঁজিনি, তবু তুমি কথা দিলে
 বুঝি ভালোবেসেছিলে",sadness
"ভালোবাসা আমি, তোমার ছায়ায় এসে বুঝেছি তোমায় শেষে
 এত প্রেম আর ভালোবাসা দিয়ে গেলে অবিরাম নিঃশেষে
 এই ভাল হল, চোখ ছলছলো, বেঁচে আছি ভালোবেসে
 চলেছি দু'জনে ভেসে",happiness
"শোনো,
 বৃষ্টি ভেজা এক দুপুরে
 আমি একা দাঁড়িয়ে আছি
 তোমার পথের ধারে।",sadness
"রোদ ঝলমলে এই সকালে
 মনটা কেন আনচান করে?
 অতীতের স্মৃতি গুলো
 আজও কেন কাঁদায়?",nostalgia
"আলো ঝলমলে দিনেও
 আমার চারপাশ
 অন্ধকার মনে হয়।",sadness
"তোমার হাসির ঝলকানি
 যেনো এক মায়াবী মরীচিকা।
 কাছে এসেও
 কাছে পেতেও
 হারিয়ে যাই আমি।",sadness
"আমার এই নীরবতা
 তোমার জন্য।
 আমার এই একাকীত্ব
 তোমারই প্রতীক্ষায়।",sadness
"যদি পারো,
 একটি বার ফিরে এসো
 এই জীবনে।",sadness
"মুক্তির খোঁজ কি করে যে দেই ওরাও আমার ভাই।
 তোমার মাখানো ভাতের সে স্বাদ এখনো ভুলিনি মাগো।
 ভাতের থালা সামনে নিয়ে এখনো কিরাত জাগো।",nostalgia
"এই ছিল মোর জাদু ধনের মুখেরই শেষ বুলি।
 খুঁজে পাইনি আজো তারে কোথাও দিয়েছে বলি।
 পেরিয়ে গিয়েছি কত অশ্রুতে গাঁথা রাত।",sadness
